,city,trips_in_first_30_days,avg_rating_of_driver,avg_surge,phone,surge_pct,ultimate_black_user,weekday_pct,avg_dist,avg_rating_by_driver,active
12623,Winterfell,3,4.3,1.0,Android,0.0,False,60.0,2.71,3.8,0.0
12624,Winterfell,8,5.0,1.0,iPhone,0.0,False,100.0,7.68,5.0,0.0
12625,Astapor,2,5.0,1.0,iPhone,0.0,False,0.0,23.91,5.0,0.0
12626,King's Landing,1,5.0,1.0,iPhone,0.0,False,0.0,11.0,5.0,0.0
12627,King's Landing,1,4.9,1.07,iPhone,16.7,False,50.0,1.86,5.0,1.0
12628,Winterfell,10,5.0,1.0,Android,0.0,False,95.8,3.09,4.8,1.0
12630,Astapor,1,1.0,1.0,iPhone,0.0,False,0.0,5.76,5.0,0.0
12631,Winterfell,3,4.7,1.28,iPhone,25.0,False,25.0,6.62,5.0,0.0
12633,Astapor,2,5.0,1.15,iPhone,25.0,True,54.2,2.57,4.8,1.0
12634,King's Landing,2,4.6,1.0,iPhone,0.0,True,85.7,3.13,4.8,1.0
12636,Winterfell,1,4.8,1.0,iPhone,0.0,False,42.9,6.07,4.6,0.0
12637,Astapor,1,1.0,1.0,iPhone,0.0,True,0.0,8.39,5.0,0.0
12638,Winterfell,8,4.8,1.16,iPhone,21.9,True,62.5,3.43,4.6,1.0
12639,Astapor,0,5.0,1.0,iPhone,0.0,False,0.0,1.44,4.0,0.0
12640,King's Landing,1,5.0,1.0,iPhone,0.0,True,100.0,23.09,5.0,1.0
12641,Winterfell,3,5.0,1.5,iPhone,33.3,False,66.7,2.07,5.0,0.0
12642,Astapor,0,5.0,1.0,iPhone,0.0,True,100.0,3.87,5.0,0.0
12643,Astapor,1,4.4,1.0,iPhone,0.0,True,83.3,3.78,4.9,1.0
12644,Astapor,0,5.0,1.0,iPhone,0.0,False,100.0,3.05,4.5,0.0
12645,Astapor,3,4.5,1.06,iPhone,10.0,True,25.0,2.83,4.8,0.0
12646,King's Landing,1,5.0,1.0,iPhone,0.0,True,100.0,3.79,5.0,1.0
12647,Astapor,1,5.0,3.5,iPhone,100.0,False,0.0,3.96,5.0,0.0
12649,King's Landing,0,4.9,1.08,iPhone,12.5,True,91.7,2.77,5.0,1.0
12650,Winterfell,0,5.0,1.0,iPhone,0.0,False,100.0,3.48,5.0,0.0
12651,Winterfell,17,4.9,1.34,Android,27.0,False,100.0,1.12,4.4,0.0
12652,King's Landing,1,5.0,1.0,iPhone,0.0,False,100.0,8.8,5.0,1.0
12653,Astapor,1,5.0,1.0,iPhone,0.0,False,100.0,2.33,5.0,0.0
12654,Astapor,0,4.9,1.0,iPhone,0.0,False,44.4,3.49,4.9,1.0
12655,Astapor,0,4.4,1.0,iPhone,0.0,False,64.3,3.7,4.8,1.0
12657,Astapor,4,5.0,1.0,iPhone,0.0,True,0.0,5.36,4.8,1.0
12659,Winterfell,1,4.0,1.0,Android,0.0,False,0.0,15.66,5.0,0.0
12660,Winterfell,2,4.9,1.0,iPhone,0.0,True,42.1,3.69,4.5,1.0
12661,Winterfell,2,4.0,1.0,Android,0.0,False,100.0,8.13,5.0,0.0
12663,Astapor,0,5.0,1.0,iPhone,0.0,True,40.0,3.45,4.8,0.0
12664,Astapor,1,5.0,1.11,iPhone,18.2,True,81.8,2.9,4.7,1.0
12665,King's Landing,5,5.0,1.0,iPhone,0.0,False,80.0,8.63,5.0,0.0
12666,Astapor,1,4.0,1.0,Android,0.0,True,100.0,9.43,5.0,0.0
12668,Winterfell,2,3.7,1.0,iPhone,0.0,True,66.7,1.93,5.0,1.0
12669,Winterfell,2,5.0,1.0,iPhone,0.0,False,66.7,7.13,5.0,0.0
12670,Winterfell,2,4.0,1.8800000000000001,iPhone,50.0,False,0.0,1.76,5.0,0.0
12672,King's Landing,0,5.0,1.58,iPhone,66.7,False,100.0,2.13,4.7,1.0
12674,Astapor,0,4.5,2.08,iPhone,66.7,False,33.3,6.22,4.7,0.0
12675,Winterfell,0,5.0,1.0,Android,0.0,False,100.0,5.88,4.8,0.0
12676,Astapor,0,5.0,1.0,iPhone,0.0,True,0.0,7.98,5.0,0.0
12677,Winterfell,0,5.0,1.0,iPhone,0.0,False,0.0,8.15,5.0,0.0
12679,Astapor,2,5.0,1.0,iPhone,0.0,True,0.0,1.92,5.0,0.0
12681,Astapor,8,4.4,1.02,Android,3.0,True,81.8,2.6,4.7,0.0
12682,King's Landing,1,5.0,1.0,iPhone,0.0,False,0.0,1.0,5.0,0.0
12683,King's Landing,3,4.3,1.0,iPhone,0.0,True,100.0,4.04,4.8,1.0
12684,Winterfell,1,5.0,1.0,Android,0.0,False,100.0,2.46,5.0,0.0
12685,Astapor,2,3.0,1.0,iPhone,0.0,False,100.0,5.48,5.0,0.0
12686,Astapor,0,5.0,1.0,iPhone,0.0,False,100.0,0.6000000000000001,3.0,0.0
12687,Winterfell,0,5.0,1.5,iPhone,50.0,False,0.0,7.59,5.0,1.0
12689,King's Landing,9,4.6,1.0,Android,0.0,False,88.9,1.9000000000000001,4.8,0.0
12691,King's Landing,1,5.0,1.0,iPhone,0.0,False,50.0,9.35,5.0,1.0
12692,King's Landing,0,3.5,1.0,iPhone,0.0,False,100.0,6.9,5.0,0.0
12693,Winterfell,0,5.0,1.0,iPhone,0.0,False,42.9,6.09,5.0,0.0
12695,Winterfell,2,4.4,1.03,Android,5.3,False,42.1,5.1,4.6,0.0
12696,Astapor,5,4.6,1.31,iPhone,38.9,True,50.0,4.16,4.8,0.0
12697,Winterfell,0,5.0,1.0,Android,0.0,False,100.0,7.57,5.0,0.0
12699,Astapor,4,4.8,1.03,Android,7.4,False,66.7,2.93,4.6,1.0
12700,King's Landing,4,5.0,1.32,iPhone,28.6,True,90.5,6.99,5.0,1.0
12701,Astapor,1,5.0,1.0,Android,0.0,False,0.0,1.93,5.0,0.0
12702,Winterfell,4,3.8,1.13,iPhone,11.8,True,35.3,2.7,4.7,1.0
12703,Astapor,2,4.9,1.13,iPhone,14.3,True,83.9,3.15,4.6,1.0
12704,Winterfell,0,5.0,1.0,Android,0.0,True,100.0,1.65,5.0,0.0
12705,Winterfell,2,4.0,1.0,iPhone,0.0,True,100.0,17.75,5.0,0.0
12706,Winterfell,2,5.0,1.0,iPhone,0.0,True,100.0,14.65,5.0,0.0
12707,Astapor,1,4.0,1.0,iPhone,0.0,False,0.0,11.0,5.0,0.0
12708,Astapor,0,4.0,1.0,Android,0.0,False,0.0,3.87,4.0,0.0
12710,King's Landing,7,5.0,1.08,iPhone,9.5,False,66.7,3.57,5.0,1.0
12711,Winterfell,0,4.0,1.0,iPhone,0.0,True,33.3,10.97,5.0,0.0
12712,Astapor,0,4.5,1.0,iPhone,0.0,True,60.0,3.79,4.8,1.0
12713,Winterfell,1,5.0,1.0,iPhone,0.0,False,100.0,14.05,5.0,0.0
12714,Winterfell,2,5.0,1.0,iPhone,0.0,False,50.0,3.7600000000000002,4.5,0.0
12716,Winterfell,4,4.0,1.0,iPhone,0.0,True,100.0,11.01,5.0,1.0
12717,King's Landing,0,4.4,1.04,iPhone,13.0,False,52.2,1.8900000000000001,4.8,1.0
12718,Winterfell,2,5.0,1.0,iPhone,0.0,False,100.0,2.05,5.0,0.0
12719,Astapor,6,4.8,1.04,iPhone,16.7,False,33.3,2.32,4.5,0.0
12720,Astapor,4,4.6,1.02,iPhone,8.0,False,72.0,2.72,4.6,1.0
12721,Astapor,5,3.8,1.15,iPhone,13.3,True,33.3,2.67,4.7,1.0
12723,Winterfell,2,5.0,1.25,Android,50.0,False,0.0,2.33,4.0,0.0
12724,Winterfell,1,5.0,1.0,iPhone,0.0,False,50.0,8.42,4.0,0.0
12728,Winterfell,2,3.0,1.0,Android,0.0,False,0.0,2.18,5.0,0.0
12729,Winterfell,11,4.8,1.11,Android,10.7,True,60.7,3.61,4.7,1.0
12731,Winterfell,0,5.0,1.0,iPhone,0.0,False,100.0,5.36,5.0,1.0
12733,Astapor,4,5.0,1.36,Android,21.4,True,28.6,6.14,4.1,0.0
12734,Astapor,3,4.0,1.0,iPhone,0.0,False,66.7,8.28,5.0,0.0
12735,Winterfell,3,5.0,1.0,Android,0.0,False,63.6,1.6400000000000001,5.0,0.0
12736,Winterfell,1,4.6,1.13,iPhone,23.1,True,69.2,10.39,4.9,1.0
12738,Astapor,0,5.0,1.0,Android,0.0,False,50.0,3.77,5.0,0.0
12739,King's Landing,0,4.3,1.0,Android,0.0,False,100.0,2.11,5.0,0.0
12740,Winterfell,1,5.0,1.0,iPhone,0.0,False,0.0,18.21,5.0,0.0
12741,Astapor,0,4.8,1.14,iPhone,22.2,True,100.0,2.58,4.7,0.0
12742,King's Landing,1,3.0,1.17,iPhone,16.7,True,33.3,8.82,5.0,1.0
12743,Winterfell,10,4.5,1.0,Android,0.0,False,86.7,4.16,4.8,1.0
12745,Winterfell,2,4.8,1.0,Android,0.0,True,92.3,7.51,4.5,1.0
12746,Winterfell,0,5.0,1.0,iPhone,0.0,False,0.0,3.68,5.0,0.0
12747,Astapor,0,4.5,1.08,iPhone,11.1,True,66.7,2.42,5.0,1.0
12748,King's Landing,7,4.6,1.07,iPhone,4.2,True,50.0,2.7,5.0,1.0
12749,King's Landing,0,5.0,1.0,iPhone,0.0,False,50.0,2.98,5.0,1.0
12750,Winterfell,0,4.0,1.0,iPhone,0.0,False,100.0,11.27,5.0,0.0
12751,Winterfell,8,4.2,1.0,Android,0.0,False,100.0,4.23,4.9,0.0
12752,Astapor,0,4.0,1.3800000000000001,iPhone,16.7,False,33.3,3.23,5.0,1.0
12753,Winterfell,6,4.2,1.0,iPhone,0.0,True,26.7,2.45,4.8,1.0
12754,King's Landing,3,4.7,1.22,iPhone,36.4,False,63.6,1.8,5.0,1.0
12755,Astapor,1,4.0,1.0,Android,0.0,False,100.0,14.54,5.0,0.0
12758,King's Landing,0,4.7,1.0,iPhone,0.0,True,100.0,1.8800000000000001,5.0,1.0
12759,Astapor,2,5.0,1.13,Android,50.0,False,100.0,5.81,5.0,0.0
12760,Astapor,1,5.0,1.0,iPhone,0.0,False,50.0,13.07,5.0,0.0
12761,Winterfell,21,4.1,1.0,iPhone,0.0,True,72.7,6.64,4.7,1.0
12763,Winterfell,2,5.0,1.0,iPhone,0.0,False,50.0,12.75,4.5,0.0
12764,Winterfell,0,5.0,1.0,iPhone,0.0,False,0.0,1.81,4.0,0.0
12765,King's Landing,3,4.8,1.08,iPhone,21.1,True,73.7,5.06,4.9,1.0
12766,King's Landing,5,5.0,1.15,iPhone,20.0,False,80.0,2.38,4.8,0.0
12768,Astapor,0,5.0,1.0,iPhone,0.0,False,100.0,1.66,5.0,0.0
12769,King's Landing,2,5.0,1.0,iPhone,0.0,False,100.0,7.66,4.5,0.0
12770,King's Landing,0,5.0,1.0,iPhone,0.0,True,100.0,1.74,5.0,1.0
12771,Astapor,1,5.0,1.0,iPhone,0.0,False,50.0,5.85,4.0,0.0
12773,Astapor,4,4.1,1.09,iPhone,14.3,True,42.9,1.51,4.7,0.0
12774,Astapor,1,5.0,1.0,Android,0.0,False,0.0,3.52,4.7,0.0
12775,Winterfell,2,5.0,1.0,iPhone,0.0,True,100.0,7.76,4.5,0.0
12776,King's Landing,0,5.0,1.0,Android,0.0,False,66.7,3.01,4.0,0.0
12777,Winterfell,2,5.0,1.0,Android,0.0,False,0.0,8.27,5.0,0.0
12778,Astapor,2,5.0,1.0,iPhone,0.0,True,100.0,21.21,5.0,0.0
12779,King's Landing,1,5.0,1.0,iPhone,0.0,False,0.0,11.25,5.0,0.0
12780,King's Landing,15,4.8,1.08,iPhone,14.8,True,85.2,2.6,4.8,1.0
12781,King's Landing,1,5.0,1.22,iPhone,33.3,True,88.9,2.39,4.8,1.0
12783,King's Landing,2,5.0,1.17,iPhone,16.7,False,33.3,3.59,5.0,1.0
12784,Winterfell,1,5.0,1.0,iPhone,0.0,True,100.0,4.1,5.0,0.0
12785,King's Landing,4,4.6,1.06,iPhone,8.3,True,66.7,4.58,5.0,1.0
12786,Astapor,1,4.0,1.0,Android,0.0,False,100.0,8.29,5.0,0.0
12787,Astapor,1,4.0,1.0,Android,0.0,True,100.0,0.02,5.0,0.0
12788,Winterfell,0,4.1,1.25,Android,50.0,False,25.0,3.53,5.0,0.0
12789,Winterfell,9,4.8,1.02,iPhone,3.3,True,70.0,5.15,4.8,1.0
12790,Astapor,0,5.0,1.33,Android,66.7,False,100.0,1.76,5.0,0.0
12791,Astapor,4,4.9,1.4,iPhone,50.0,False,30.0,2.85,5.0,1.0
12792,Winterfell,0,4.3,1.0,Android,0.0,True,71.4,4.57,5.0,1.0
12793,Winterfell,1,1.0,1.0,Android,0.0,True,0.0,6.01,1.0,0.0
12794,Astapor,1,3.5,1.08,iPhone,33.3,False,66.7,6.54,5.0,0.0
12795,Astapor,2,5.0,1.0,iPhone,0.0,False,66.7,3.97,5.0,0.0
12796,King's Landing,0,5.0,1.0,iPhone,0.0,True,50.0,2.42,5.0,1.0
12797,King's Landing,2,5.0,1.0,iPhone,0.0,True,100.0,0.89,4.0,1.0
12798,Winterfell,6,3.8,1.01,iPhone,5.6,True,50.0,2.39,4.8,1.0
12799,Astapor,0,4.4,1.0,Android,0.0,False,71.4,9.68,5.0,0.0
12800,King's Landing,0,5.0,1.0,iPhone,0.0,True,100.0,14.26,5.0,1.0
12801,King's Landing,0,4.7,1.0,Android,0.0,False,90.9,8.32,4.9,1.0
12803,Astapor,1,5.0,1.05,iPhone,20.0,False,60.0,2.8,5.0,1.0
12804,Winterfell,0,5.0,1.0,iPhone,0.0,False,75.0,7.41,5.0,0.0
12805,Winterfell,0,4.0,1.0,iPhone,0.0,True,66.7,5.29,4.7,0.0
12806,Astapor,11,4.9,1.04,iPhone,12.1,False,78.8,2.15,4.8,1.0
12809,King's Landing,4,3.8,1.02,iPhone,6.7,True,53.3,5.99,4.7,1.0
12810,Winterfell,0,5.0,1.0,iPhone,0.0,False,40.0,4.39,4.2,1.0
12812,King's Landing,1,5.0,1.0,iPhone,0.0,True,0.0,10.53,5.0,1.0
12813,Astapor,13,5.0,1.08,iPhone,7.7,False,53.8,3.16,5.0,0.0
12814,Winterfell,4,4.7,1.0,iPhone,0.0,False,50.0,2.04,4.5,0.0
12817,King's Landing,1,4.8,1.14,iPhone,14.3,False,71.4,2.52,4.9,1.0
12818,King's Landing,1,5.0,1.13,Android,50.0,True,50.0,3.28,5.0,1.0
12819,King's Landing,0,5.0,1.0,iPhone,0.0,False,0.0,10.89,5.0,0.0
12820,Winterfell,11,4.0,1.0,iPhone,0.0,False,86.1,2.6,4.6,1.0
12821,King's Landing,0,5.0,1.0,iPhone,0.0,False,0.0,14.46,5.0,1.0
12823,Winterfell,4,4.3,1.0,iPhone,0.0,False,100.0,10.29,4.9,1.0
12824,King's Landing,1,4.8,1.08,iPhone,10.5,True,78.9,2.23,4.9,1.0
12825,King's Landing,1,5.0,1.0,iPhone,0.0,False,100.0,8.94,5.0,0.0
12827,King's Landing,4,5.0,1.0,iPhone,0.0,True,60.0,4.88,5.0,1.0
12828,Winterfell,6,4.8,1.0,iPhone,0.0,False,62.5,1.46,4.6,1.0
12829,Winterfell,1,5.0,1.0,Android,0.0,False,100.0,40.79,5.0,0.0
12830,Astapor,0,5.0,1.0,iPhone,0.0,True,0.0,2.69,3.7,1.0
12831,King's Landing,0,4.5,1.33,iPhone,33.3,True,0.0,1.29,5.0,1.0
12832,King's Landing,1,5.0,1.0,Android,0.0,True,80.0,5.21,5.0,1.0
12833,Winterfell,4,3.8,1.0,Android,0.0,False,0.0,1.19,5.0,0.0
12834,Astapor,1,5.0,1.5,Android,100.0,False,100.0,5.24,4.0,0.0
12835,Astapor,1,4.0,1.75,iPhone,100.0,False,0.0,2.17,5.0,0.0
12836,Winterfell,0,5.0,1.0,iPhone,0.0,False,0.0,29.65,5.0,0.0
12837,Astapor,10,4.5,1.26,iPhone,29.6,True,63.0,2.96,4.5,1.0
12838,King's Landing,3,4.1,1.0,iPhone,0.0,True,68.4,10.54,4.8,1.0
12839,Winterfell,2,5.0,1.0,Android,0.0,False,100.0,2.02,4.8,0.0
12840,Winterfell,1,5.0,1.0,Android,0.0,True,100.0,2.74,5.0,0.0
12841,King's Landing,2,4.9,1.0,iPhone,0.0,True,95.5,3.78,4.7,1.0
12842,Astapor,3,4.0,1.0,iPhone,0.0,False,66.7,5.69,5.0,0.0
12843,King's Landing,1,4.0,1.0,iPhone,0.0,True,0.0,1.9000000000000001,5.0,0.0
12844,Astapor,2,4.0,1.0,iPhone,0.0,False,50.0,2.41,5.0,0.0
12845,Astapor,0,4.5,1.0,iPhone,0.0,True,66.7,15.4,5.0,0.0
12846,Winterfell,3,5.0,1.0,iPhone,0.0,False,33.3,1.47,4.0,0.0
12848,Winterfell,14,5.0,1.07,iPhone,6.1,False,72.7,3.05,4.7,1.0
12851,Astapor,2,4.9,1.0,Android,0.0,True,50.0,2.43,5.0,1.0
12852,Astapor,1,5.0,1.0,Android,0.0,True,100.0,3.16,5.0,0.0
12853,King's Landing,1,4.9,1.0,iPhone,0.0,True,75.0,8.51,4.9,1.0
12855,Astapor,4,4.5,1.0,iPhone,0.0,False,27.3,4.62,4.8,1.0
12857,Winterfell,2,3.5,1.0,iPhone,0.0,False,0.0,0.68,5.0,0.0
12859,Winterfell,4,4.3,1.09,iPhone,9.1,True,54.5,2.37,4.8,0.0
12861,King's Landing,2,5.0,1.0,iPhone,0.0,True,33.3,3.7,5.0,0.0
12862,Astapor,1,4.2,1.03,iPhone,6.3,False,81.3,3.78,5.0,1.0
12863,Astapor,2,5.0,1.0,iPhone,0.0,True,100.0,1.33,5.0,0.0
12865,Astapor,3,3.8,1.0,iPhone,0.0,True,44.4,2.58,4.4,1.0
12866,Astapor,0,4.2,1.13,iPhone,16.7,True,50.0,4.52,5.0,0.0
12867,Winterfell,16,4.2,1.0,iPhone,0.0,False,96.4,5.11,4.5,0.0
12869,Astapor,0,5.0,1.0,iPhone,0.0,True,100.0,3.66,5.0,0.0
12870,King's Landing,0,4.7,1.0,iPhone,0.0,False,83.3,22.12,4.7,0.0
12871,Astapor,3,5.0,1.15,iPhone,15.4,True,46.2,2.86,5.0,1.0
12872,Winterfell,0,5.0,1.0,iPhone,0.0,False,100.0,8.95,5.0,0.0
12873,Astapor,1,5.0,1.0,iPhone,0.0,True,25.0,1.51,4.8,0.0
12874,Astapor,1,3.0,1.0,iPhone,0.0,False,100.0,1.06,4.0,0.0
12875,Astapor,2,4.8,1.02,iPhone,9.1,True,45.5,2.62,4.5,1.0
12876,Astapor,3,4.8,1.05,iPhone,13.6,False,54.5,2.26,4.9,1.0
12877,Astapor,0,5.0,1.0,iPhone,0.0,True,100.0,8.27,5.0,0.0
12878,King's Landing,3,5.0,1.05,iPhone,5.3,True,47.4,2.97,4.8,1.0
12879,Winterfell,0,5.0,1.0,iPhone,0.0,False,40.0,7.54,4.4,0.0
12880,King's Landing,3,4.9,1.0,iPhone,0.0,True,63.6,2.83,4.8,0.0
12881,King's Landing,0,4.0,1.0,iPhone,0.0,False,100.0,20.18,5.0,1.0
12882,Winterfell,1,1.0,1.0,iPhone,0.0,True,66.7,8.08,3.7,1.0
12883,Winterfell,3,5.0,1.0,Android,0.0,True,76.5,2.87,4.9,1.0
12884,Winterfell,5,4.2,1.0,Android,0.0,False,25.0,2.81,5.0,0.0
12885,Winterfell,4,3.5,1.56,Android,25.0,True,50.0,4.9,4.5,1.0
12886,Astapor,0,5.0,1.0,iPhone,0.0,False,100.0,1.13,5.0,0.0
12887,Astapor,1,4.5,1.07,iPhone,5.9,True,76.5,3.52,4.5,1.0
12888,Astapor,1,5.0,1.0,iPhone,0.0,True,100.0,13.4,5.0,0.0
12889,Winterfell,1,5.0,2.0,iPhone,100.0,False,0.0,5.92,5.0,0.0
12890,Astapor,2,5.0,1.0,iPhone,0.0,False,100.0,1.19,4.5,0.0
12891,Winterfell,1,5.0,1.0,Android,0.0,False,60.0,8.64,5.0,0.0
12892,King's Landing,0,3.0,1.0,iPhone,0.0,True,83.3,3.99,4.3,1.0
12893,King's Landing,1,4.7,1.3800000000000001,iPhone,25.0,False,50.0,2.79,5.0,0.0
12894,King's Landing,4,4.7,1.02,iPhone,7.7,False,53.8,4.45,4.8,1.0
12895,Winterfell,5,3.9,1.0,iPhone,0.0,False,84.6,2.13,4.5,1.0
12896,King's Landing,0,4.8,1.07,Android,11.8,True,94.1,10.75,5.0,1.0
12897,Winterfell,3,4.7,1.0,iPhone,0.0,True,0.0,1.81,5.0,0.0
12898,King's Landing,3,5.0,1.0,iPhone,0.0,True,53.8,3.78,4.9,1.0
12899,Astapor,1,5.0,1.19,iPhone,25.0,False,0.0,3.86,5.0,0.0
12900,Astapor,1,5.0,1.0,Android,0.0,True,50.0,3.65,4.5,0.0
12902,Winterfell,3,3.1,1.0,Android,0.0,True,44.4,3.02,4.6,0.0
12903,Winterfell,6,5.0,1.0,Android,0.0,False,100.0,4.82,4.2,0.0
12905,Astapor,5,4.2,1.0,Android,0.0,True,80.0,4.54,5.0,0.0
12906,Astapor,1,4.0,1.0,Android,0.0,True,100.0,6.86,5.0,0.0
12908,King's Landing,2,5.0,1.1,iPhone,20.0,False,30.0,3.95,5.0,1.0
12909,Winterfell,0,3.5,1.0,iPhone,0.0,False,0.0,2.03,5.0,0.0
12910,Winterfell,2,4.5,1.0,Android,0.0,False,0.0,3.47,5.0,0.0
12911,Winterfell,2,4.7,1.0,iPhone,0.0,False,50.0,2.05,4.0,0.0
12912,Winterfell,4,4.6,1.01,Android,5.3,False,57.9,4.01,4.4,0.0
12913,Astapor,2,4.0,1.02,iPhone,10.0,False,20.0,3.17,4.8,0.0
12914,Winterfell,0,4.0,3.25,iPhone,100.0,True,100.0,2.95,3.0,0.0
12915,Winterfell,0,5.0,1.0,iPhone,0.0,False,50.0,1.98,3.0,0.0
12916,Astapor,4,4.5,1.29,iPhone,50.0,False,50.0,2.81,4.8,1.0
12917,Winterfell,0,4.0,1.0,iPhone,0.0,False,100.0,1.8,4.0,0.0
12918,Astapor,4,4.5,1.0,iPhone,0.0,True,62.5,13.85,4.8,0.0
12919,Winterfell,3,5.0,1.02,iPhone,6.7,True,93.3,10.54,4.7,1.0
12924,Winterfell,1,5.0,1.0,Android,0.0,True,100.0,2.5100000000000002,5.0,0.0
12925,King's Landing,4,5.0,1.08,iPhone,33.3,False,50.0,2.0,5.0,1.0
12926,Winterfell,1,5.0,1.0,iPhone,0.0,False,50.0,6.58,5.0,0.0
12927,Astapor,1,5.0,1.0,iPhone,0.0,True,0.0,1.12,5.0,0.0
12928,King's Landing,4,4.5,1.1,iPhone,15.4,True,69.2,4.75,4.9,1.0
12929,Astapor,0,5.0,1.0,iPhone,0.0,False,0.0,1.61,5.0,0.0
12931,Astapor,1,5.0,1.0,iPhone,0.0,True,50.0,2.5,5.0,0.0
12932,Winterfell,2,4.7,1.0,Android,0.0,False,64.7,2.6,4.6,0.0
12933,Winterfell,7,4.8,1.21,Android,25.0,True,50.0,3.89,4.9,0.0
12934,Winterfell,1,5.0,1.17,iPhone,8.3,False,100.0,1.56,4.8,1.0
12935,Winterfell,1,3.5,1.0,Android,0.0,False,55.6,7.67,4.9,1.0
12936,Astapor,0,4.7,1.0,Android,0.0,False,33.3,15.96,4.7,0.0
12937,Winterfell,0,4.4,1.0,iPhone,0.0,False,57.9,3.54,4.6,1.0
12938,Astapor,5,4.3,1.13,iPhone,8.3,False,58.3,1.55,4.6,0.0
12939,Astapor,1,5.0,1.13,Android,50.0,True,50.0,3.94,5.0,1.0
12940,Astapor,1,4.0,1.0,Android,0.0,True,100.0,1.3,5.0,0.0
12945,Astapor,0,5.0,1.0,Android,0.0,False,100.0,0.77,5.0,0.0
12947,Astapor,2,5.0,2.5,Android,100.0,False,0.0,2.68,5.0,0.0
12948,Astapor,1,4.5,1.31,iPhone,33.3,False,88.9,3.05,4.7,1.0
12949,Winterfell,0,2.0,1.0,Android,0.0,True,100.0,0.0,3.0,0.0
12950,Winterfell,1,5.0,1.0,iPhone,0.0,True,0.0,2.35,5.0,0.0
12951,Astapor,1,5.0,1.0,iPhone,0.0,True,40.0,4.11,5.0,1.0
12952,Astapor,0,5.0,1.0,Android,0.0,False,33.3,4.52,5.0,0.0
12953,Winterfell,2,4.9,1.06,iPhone,15.4,True,76.9,2.89,4.5,1.0
12954,Astapor,4,4.7,1.3800000000000001,Android,25.0,False,75.0,2.13,5.0,0.0
12957,Astapor,0,5.0,1.0,iPhone,0.0,False,0.0,2.56,5.0,0.0
12958,Winterfell,0,5.0,1.0,iPhone,0.0,False,50.0,7.11,5.0,1.0
12959,Winterfell,0,5.0,1.0,iPhone,0.0,False,65.8,7.25,4.7,1.0
12961,Astapor,0,5.0,1.0,Android,0.0,False,100.0,17.52,5.0,0.0
12962,Winterfell,5,4.8,1.08,iPhone,8.3,False,58.3,3.18,4.8,0.0
12963,Winterfell,2,4.8,1.02,Android,9.1,False,27.3,5.4,4.6,0.0
12964,Astapor,2,4.0,1.0,iPhone,0.0,False,0.0,8.56,5.0,0.0
12965,Astapor,1,5.0,1.0,iPhone,0.0,False,66.7,4.03,4.0,0.0
12966,Astapor,1,5.0,1.04,iPhone,16.7,True,83.3,3.04,4.8,0.0
12967,King's Landing,2,4.7,1.0,iPhone,0.0,True,44.4,2.05,4.8,1.0
12968,Winterfell,3,5.0,1.08,Android,33.3,True,0.0,1.87,4.7,0.0
12970,Astapor,1,3.8,1.0,Android,0.0,False,83.3,2.62,5.0,0.0
12971,Astapor,1,4.0,1.0,iPhone,0.0,False,100.0,4.09,5.0,0.0
12972,Winterfell,1,4.0,1.08,Android,12.5,True,50.0,4.14,4.8,1.0
12973,King's Landing,2,5.0,1.0,iPhone,0.0,True,66.7,2.81,5.0,1.0
12974,Winterfell,0,2.0,1.0,iPhone,0.0,False,0.0,2.49,5.0,0.0
12976,Winterfell,9,4.7,1.0,iPhone,0.0,False,68.0,1.7,4.7,1.0
12977,Winterfell,0,5.0,1.0,iPhone,0.0,False,63.6,5.49,4.9,0.0
12978,Winterfell,8,5.0,1.36,iPhone,22.2,False,77.8,13.13,5.0,0.0
12979,King's Landing,7,5.0,1.03,iPhone,4.5,True,86.4,7.3,5.0,1.0
12980,King's Landing,2,5.0,1.0,iPhone,0.0,True,0.0,2.47,4.7,1.0
12981,King's Landing,0,4.7,1.0,iPhone,0.0,True,75.0,2.96,5.0,0.0
12982,Winterfell,0,5.0,1.0,Android,0.0,False,50.0,5.68,5.0,0.0
12983,Astapor,5,4.8,1.06,iPhone,12.5,False,75.0,3.23,4.9,0.0
12984,Astapor,0,5.0,1.06,iPhone,11.1,True,66.7,5.28,4.9,1.0
12985,Winterfell,0,5.0,1.14,iPhone,18.2,True,63.6,3.79,4.6,1.0
12986,Winterfell,0,4.8,1.0,iPhone,0.0,False,66.7,3.1,4.7,1.0
12987,Astapor,2,5.0,1.0,iPhone,0.0,True,0.0,7.67,5.0,0.0
12988,Winterfell,3,4.7,1.0,iPhone,0.0,False,100.0,0.87,5.0,0.0
12989,Winterfell,2,5.0,1.75,Android,50.0,False,50.0,27.02,4.0,0.0
12990,Winterfell,8,4.8,1.0,iPhone,0.0,True,45.5,2.99,4.8,1.0
12991,Astapor,0,5.0,1.0,iPhone,0.0,False,100.0,6.82,5.0,1.0
12992,Astapor,2,5.0,1.0,Android,0.0,False,50.0,7.29,5.0,0.0
12994,Astapor,2,5.0,1.0,Android,0.0,False,100.0,5.0,5.0,0.0
12995,King's Landing,1,5.0,1.0,iPhone,0.0,True,91.7,5.16,4.7,1.0
12996,Winterfell,1,5.0,1.0,iPhone,0.0,True,0.0,10.42,4.9,1.0
12998,Astapor,1,5.0,1.0,iPhone,0.0,False,75.0,13.11,5.0,0.0
